,id,cuisine,ingredients_string,pred
4969,37707,indian,spinach milk paneer onion minced garlic chili powder jeera ground turmeric asafoetida garam masala curd coriander tomato paste minced ginger kasuri methi ghee,indian
15276,16,indian,curry powder fat free reduced sodium chicken broth garlic cloves fresh ginger green peas onion fresh cilantro diced tomatoes cooked shrimp red potato vegetable oil salt,indian
18011,37322,indian,fat free yogurt crystallized ginger ground cardamom saffron threads water golden raisins cashew nuts vodka granulated sugar ghee powdered sugar semolina non fat sour cream,indian
12388,10830,indian,lime green chile cilantro leaves mint leaves salt,mexican
34842,15465,indian,black pepper fresh cilantro brown mustard seeds salt oil cauliflower lime juice broccoli florets garlic chickpea frozen peas chili pepper fresh ginger russet potatoes yellow onion coconut milk spinach sweetener crimini mushrooms powdered turmeric cumin seed,indian
27917,46061,indian,curry powder pea puff pastry egg vegetable oil freshly ground pepper caraway seeds fresh cilantro yellow onion water baking potatoes carrot,indian
20524,28447,indian,large garlic cloves chopped cilantro fresh kosher salt roasting chickens garam masala onion extra virgin olive oil plain whole milk yogurt,indian
30399,22544,indian,tumeric fennel garlic lemon juice pepper flakes crushed tomatoes cinnamon cardamom pods onion black pepper garam masala salt chicken pieces brown sugar coriander seeds ginger oil ground cumin,indian
12494,36417,indian,curry leaves peanut urad dal oil cumin tumeric coriander powder green chilies lemon juice mustard grated coconut chana dal okra onion red chili powder garam masala salt garlic cloves ground cumin,indian
7284,26406,indian,peeled fresh ginger fresh lemon juice zucchini purple onion plum tomatoes eggplant large garlic cloves chopped fresh mint chili vegetable oil mustard seeds,indian
15799,10973,indian,olive oil ginger chicken tomato paste garam masala nonfat yogurt plain black pepper heavy cream garlic cloves white vinegar hungarian paprika salt ground cumin,indian
7314,14149,indian,dry roasted peanuts basmati rice green peas salt water ground turmeric,indian
36005,43221,indian,black peppercorns prawn cinnamon brown cardamom basmati rice clove milk mint leaves essence ghee saffron garlic paste Biryani Masala salt bay leaf ground turmeric tomato mace vegetable oil green cardamom onion,indian
20540,38037,indian,black peppercorns coconut milk powder vegetable oil cinnamon sticks clove water ground red pepper cardamom pods chopped cilantro fresh green bell pepper boneless skinless chicken breasts salt onion fennel seeds coriander seeds chile pepper cumin seed ground turmeric,indian
7446,22457,indian,large egg whites ground black pepper dipping sauces ground turmeric panko vegetable oil fresh lemon juice ground cumin baking soda flour salt club soda garam masala cauliflower florets ground cayenne pepper,indian
30570,21770,indian,green cardamom pods red chili peppers garam masala cumin seed basmati rice red potato water green peas green beans canola oil clove kosher salt ground black pepper carrot ground turmeric black peppercorns coriander seeds purple onion bay leaf,indian
36038,9551,indian,chili powder chaat masala black pepper cilantro leaves salt potato oil,indian
7435,21547,indian,cooked rice red chili peppers cayenne cilantro garlic cloves tumeric fresh ginger butternut squash tamarind paste fennel seeds chile coriander seeds shallot cumin seed long pepper water cooking oil salt coconut milk,indian
3036,7024,indian,olive oil rice coriander garlic paste hot chili powder onion ginger paste yoghurt coconut cream masala pepper passata chicken thighs,indian
17975,12924,indian,garlic paste bay leaves all purpose flour olive oil heavy cream white sugar tomato pur e garam masala salt ground turmeric water chili powder onion,indian
34087,36197,indian,coriander seeds garlic dried red chile peppers demerara sugar cinnamon cardamom pods clove vinegar salt mango water ginger cumin seed,indian
1426,10680,indian,fresh coriander garlic fillet tomato cooking oil green chilies ground turmeric fresh ginger root salt onion mild curry paste chili powder ground coriander ground cumin,indian
4941,28197,indian,green chile fresh ginger garlic green beans olive oil cilantro corn starch onion tumeric garam masala paneer white mushrooms plain yogurt chili powder salt fresh mint,indian
6508,31330,indian,warm water baking powder all purpose flour active dry yeast garlic plain yogurt butter chopped cilantro fresh egg honey salt,indian
1495,43820,indian,melted butter jalapeno chilies lemon thyme ajwain seed ground coriander starchy potatoes flour salt celery whole wheat flour vegetable oil freshly ground pepper,indian
7397,5983,indian,chili pappadams garlic cloves chicken broth wafer gingerroot coriander red lentils coriander seeds canned tomatoes onion tumeric vegetable oil cuminseed ground cumin,indian
27868,26132,indian,white wine vinegar onion diced tomatoes curry paste olive oil ground cardamom chopped cilantro fresh peeled fresh ginger cut up chicken ground cumin,indian
27871,36656,indian,chili powder olive oil okra salt brown mustard seeds asafoetida powder,indian
6502,11010,indian,red chili peppers peanut oil onion salt carrot shredded coconut cumin seed cabbage curry leaves green chilies mustard seeds,indian
7417,37868,indian,curry powder butter onion celery ribs half   half creamy peanut butter peanut all purpose flour chicken broth ground red pepper garlic cloves,southern_us
25019,34974,indian,seasoning fresh lemon juice butter large shrimp garlic zucchini chopped cilantro fresh,thai
24292,16235,indian,peeled fresh ginger dry mustard garlic cloves ground cumin ground cloves ground red pepper chopped onion ground turmeric ground cinnamon golden raisins salt medium shrimp fat free less sodium chicken broth red wine vinegar ground coriander canola oil,indian
12503,5117,indian,garam masala salt fresh lemon juice ground cumin plain low fat yogurt peeled fresh ginger ground coriander ground turmeric boneless chicken skinless thigh ground red pepper garlic cloves canola oil hungarian sweet paprika cooking spray chopped onion serrano chile,indian
30271,12068,indian,fresh ginger green chilies tumeric vegetable oil chopped cilantro fresh cauliflower unsalted butter cumin seed kosher salt garlic,indian
3078,11609,indian,sugar kosher salt baking powder whole wheat pastry flour baking soda warm water active dry yeast all purpose flour melted butter plain yogurt whole milk,indian
24938,8265,indian,water salt coconut oil garam masala onion tomato coconut cilantro leaves pepper beef,indian
1639,42429,indian,egg whole wheat flour all purpose flour warm water garlic sugar unsalted butter yeast milk salt,italian
30258,2369,indian,fresh coriander garlic oil fenugreek leaves chili powder lamb onion garam masala salt chilli tumeric ginger cumin seed plum tomatoes,indian
24475,49290,indian,curry powder ginger yellow onion coconut milk frozen peas cauliflower garam masala vegetable broth peanut oil chopped cilantro cashew nuts tomato paste yukon gold potatoes garlic tamarind concentrate onion black pepper red pepper flakes salt carrot coriander,indian
5054,19173,indian,kosher salt chapati flour whole wheat flour flour for dusting warm water peanut oil vegetable oil,indian
29618,6091,indian,egg boneless chicken lemon juice garam masala cilantro leaves ground turmeric garlic paste salt onion tomato coriander powder green chilies,indian
7184,30824,indian,confectioners sugar milk chickpea flour ghee ground cardamom,indian
35942,3873,indian,seed thai chile clarified butter dried neem leaves yukon gold potatoes cumin seed taro tapioca pearls chopped cilantro water brown mustard seeds roasted peanuts chopped garlic,indian
30222,16834,indian,paprika onion garam masala cayenne pepper plain whole milk yogurt chicken breast halves ground cardamom ground cumin tumeric salt chicken thighs,indian
30215,38022,indian,coconut oil garam masala garlic chicken thighs crushed tomatoes cilantro ground coriander kosher salt butter yellow onion ground cumin coconut sugar fresh ginger root crushed red pepper flakes coconut milk,indian
30212,10751,indian,coconut baby goat mutton onion tomato garam masala lemon salt tumeric coriander powder ginger green chilies olive oil chili powder garlic,indian
35924,49266,indian,light mayonnaise carrot red cabbage roasting chickens mild curry powder mango chutney coriander yoghurt black mustard seeds,indian
12743,33388,indian,baby spinach leaves yoghurt salt coconut milk ground cumin plain flour garam masala lamb fillet pomegranate basmati rice chicken stock fresh ginger chili powder green chilies onion tomato ground black pepper vegetable oil garlic cloves ground turmeric,indian
25966,20512,indian,olive oil white wine vinegar sliced green onions water fresh veget feta cheese crumbles garbanzo beans salt curry powder peeled fresh ginger couscous,indian
26115,26306,indian,water corn oil rice ground cinnamon chili salt garlic cloves curry powder lamb shoulder ground coriander plain yogurt fresh ginger yellow onion,indian
26138,29276,indian,salt durum wheat flour water vegetable oil,indian
13488,3400,indian,salmon fillets fresh cilantro ground black pepper garlic ground ginger plain yogurt garlic powder cardamom seeds bay leaf white vinegar ground cloves red chile powder ginger cucumber ground cinnamon kosher salt garam masala thai chile canola oil,indian
6595,43790,indian,minced garlic paprika ground turmeric potato cumin seed ground cumin garam masala salt ginger paste cauliflower vegetable oil chopped cilantro fresh,indian
1643,29411,indian,potato ginger oil red chili powder crushed garlic all purpose flour vegetable oil salt onion tumeric cilantro green chilies,indian
18129,30962,indian,ravva curd seed flour wheat flour salt,indian
20416,43278,indian,lettuce coarse salt cayenne pepper chopped fresh mint ground cumin pickled carrots garlic freshly ground pepper naan warm water ground tumeric sauce chopped cilantro fresh olive oil greek style plain yogurt cucumber ground lamb,indian
35735,37808,indian,cooking spray paprika fresh mint chicken legs chili powder salt ground turmeric ground red pepper garlic fresh lime juice fresh ginger fat free greek yogurt cucumber ground cumin,indian
18064,39108,indian,salt plain yogurt ice white sugar ice water,indian
28285,17632,indian,tomato flour garlic chopped cilantro fresh ginger vegetable oil chickpea green chile lemon wedge salt onion garam masala butter fresh lemon juice,indian
5352,17697,indian,cooked brown rice red curry paste water plain yogurt coconut milk red lentils baby spinach,indian
38561,32479,indian,black peppercorns cilantro salt lemon juice ground cinnamon cayenne purple onion oil fennel seeds garam masala garlic cumin seed frozen peas cauliflower water ginger green chilies red bell pepper,indian
34293,29084,indian,minced garlic peeled fresh ginger cilantro sprigs olive oil lemon wedge onion peeled tomatoes cilantro stems salt mild curry powder whole milk yoghurt cauliflower florets,indian
