,id,cuisine,ingredients_string,pred
28394,8951,french,skim milk agar strawberry fresh basil honey balsamic vinegar confectioners sugar vanilla beans half   half goat cheese lemon thyme ground black pepper vanilla extract,italian
4285,47854,french,swordfish steaks extra virgin olive oil chicken stock lemon wedge salt artichoke hearts garlic white wine kalamata flour for dusting,italian
6956,5816,french,reduced fat milk shredded sharp cheddar cheese ham baking potatoes all purpose flour ground black pepper butter garlic cloves cooking spray salt onion,southern_us
23095,39430,french,navy beans vegetable oil spaghetti squash vegetable oil cooking spray balsamic vinegar ripe olives leek salt pepper stewed tomatoes celery,italian
30229,16316,french,baguette fingerling potatoes purple onion lacinato kale fennel bulb garlic crushed tomatoes spice tangerine cod fillets Castelvetrano olives,italian
32830,29318,french,white wine butter onion stock flour bay leaf tomato dried thyme lard tomato paste pepper salt meat glaze,cajun_creole
35750,6098,french,granulated sugar milk flour melted butter egg whites unsalted butter salt,southern_us
7064,13412,french,caper hot pepper sauce purple onion fresh lemon juice honey extra virgin olive oil grated lemon zest ground black pepper white wine vinegar garlic cloves fresh dill dijon mustard salt boiling water,greek
35711,37226,french,potato salt tarragon vinegar green onions beef consomme fresh parsley ground black pepper vegetable oil,russian
26256,10445,french,hollandaise sauce fresh lemon juice,italian
28244,11896,french,bay leaves water onion black peppercorns dried salted codfish fresh thyme,jamaican
24928,45806,french,pepper cooking spray fresh lemon juice caper large eggs leaf lettuce chopped parsley grape tomatoes potato tuna packed in olive oil olive olive oil salt green beans,spanish
32064,37184,greek,potato minced garlic olive oil white vinegar salt,spanish
22421,16198,greek,cracked black pepper lemon garlic dijon mustard extra virgin olive oil sea salt dried oregano,italian
9789,10719,greek,water lemon dried oregano semolina salt olive oil garlic potato freshly ground pepper,italian
26080,5597,greek,ground black pepper lemon salt dry white wine frozen green beans roma tomatoes red pepper flakes onion olive oil cinnamon garlic,italian
15111,17761,greek,pitted kalamata olives roma tomatoes broccoli rotini roasted red peppers yellow bell pepper cucumber minced garlic artichok heart marin oil avocado zucchini purple onion salad dressing,italian
29210,6226,greek,water vanilla extract egg baking powder white sugar sesame seeds all purpose flour slivered almonds butter,italian
25462,26746,greek,sugar chopped walnuts filo dough chopped almonds unsalted butter ground cinnamon whole cloves,italian
14414,13885,greek,fresh basil eggplant red wine vinegar fresh parsley tomato olive oil potato okra white sugar green bell pepper zucchini fresh oregano chopped fresh mint caper salt and ground black pepper garlic onion,italian
17922,28453,greek,cherry tomatoes yellow bell pepper oregano frozen spinach olive oil garlic chicken mozzarella cheese ground black pepper garlic salt chicken broth quinoa tzatziki,italian
26945,7043,greek,tilapia fillets mushroom caps spaghetti olive oil cheese romaine lettuce ground black pepper garlic cherry tomatoes lemon,italian
27462,19481,greek,granulated sugar bread flour warm water extra virgin olive oil instant yeast milk salt,italian
16626,7348,greek,ground black pepper salt extra virgin olive oil diced yellow onion chicken broth purple onion cumin seed lemon yellow split peas,indian
16806,14825,greek,frozen chopped spinach water carrot celery ribs lamb shanks orzo chicken broth olive oil bay leaf fresh spinach grated parmesan cheese onion,italian
16923,36763,greek,tomato paste olive oil beef broth cinnamon sticks celery ribs anchovy large garlic cloves low salt chicken broth juniper berries bay leaves carrot onion lamb shanks ground nutmeg merlot thyme sprigs,italian
17746,49564,greek,fresh dill finely chopped onion fresh lemon juice asparagus leek water large eggs celery chicken broth unsalted butter dill tips,french
15608,26637,greek,fresh spinach tahini garlic ground coriander lime zest whole wheat pita sunflower oil greek style plain yogurt ground cumin fresh cilantro green onions fine sea salt fresh lime juice fresh tomatoes large eggs crushed red pepper flakes chickpea,indian
15635,6526,greek,black pepper orzo kosher salt Meyer lemon juice large egg yolks rotisserie chicken low sodium chicken broth,italian
26352,43196,greek,cherry tomatoes cauliflower zesty italian dressing feta cheese pitted black olives broccoli,italian
15985,26856,greek,feta cheese salt minced garlic lemon fresh tomatoes flour tortillas fresh parsley olive oil chicken tenderloin,mexican
15945,36378,greek,egg cake flour white sugar baking soda grated lemon zest plain yogurt salt butter lemon juice,irish
20971,37539,greek,lemon zest grated lemon zest mayonaise worcestershire sauce lemon juice greek seasoning ground red pepper chili sauce prepared horseradish hot sauce onion,southern_us
31199,42553,greek,bread chopped tomatoes Italian seasoned breadcrumbs pepper purple onion flat leaf parsley ground chuck large eggs cucumber minced garlic salt cumin,italian
24093,26057,greek,boneless chicken breast halves grape tomatoes kalamata caper coarse salt olive oil freshly ground pepper,italian
10563,14521,greek,minced garlic pepperoncini sour cream paprika lemon juice ground pepper grated lemon zest pitted kalamata olives salt chicken leg quarters,italian
21847,8856,greek,Knorr  Vegetable recipe mix water chestnuts hellmann  or best food light mayonnais frozen chopped spinach  thawed and squeezed dry nonfat plain greek yogurt sliced green onions,mexican
21876,45454,greek,low sodium chicken broth fresh oregano extra virgin olive oil flat leaf parsley shallot lemon juice red potato garlic,italian
31877,3074,greek,rosemary sprigs sea salt lemon juice garbanzo beans extra virgin olive oil olive oil crushed red pepper flakes onion fresh rosemary ground red pepper garlic cloves,italian
31597,18185,greek,tomato paste rosemary red wine oil chopped parsley water leek extra virgin olive oil thyme sage sweet onion red wine vinegar beef stew meat cinnamon sticks grated orange kosher salt fresh bay leaves cracked black pepper carrot celery,italian
23609,14226,greek,avocado garlic chopped fresh mint lemon cucumber pepper salt chopped cilantro fresh red pepper flakes sour cream,mexican
31617,42887,greek,sugar red grape rose water pear water strawberry orange cinnamon sticks,mexican
31612,43176,greek,tomato sea scallops butter white wine balsamic vinegar dill filo shallot salt pepper chopped fresh thyme scallion,french
13085,31758,greek,light sour cream cucumber dill salt garlic cloves,russian
19611,46502,greek,lemon chickpea extra virgin olive oil fresh parsley sea salt smoked paprika plain yogurt garlic,spanish
19323,19696,greek,pitted kalamata olives garlic cloves cooking spray bread dough dried thyme fresh lemon juice caper anchovy fillets,french
25309,46497,greek,garlic pitted kalamata olives olive oil,italian
25386,47471,greek,olive oil english cucumber chicken kosher salt balsamic vinegar smoked paprika ground black pepper fresh lemon juice minced garlic salt chopped fresh mint,spanish
29822,7873,greek,pepper butter white sugar olive oil salt water lamb shoulder ground cinnamon quince onion,moroccan
30574,11954,greek,feta cheese bow tie pasta roma tomatoes italian salad dressing parmesan cheese cucumber kalamata,italian
12150,40646,greek,feta cheese crumbles lime juice avocado plum tomatoes garlic,mexican
30773,34948,greek,sundried tomato pesto butter sunflower kernels fresh spinach sliced black olives basil chopped parsley soy sauce shallot extra virgin olive oil rib eye steaks minced garlic whole wheat penne pasta feta cheese crumbles,italian
24838,18809,greek,olive oil salt leg of lamb chopped fresh thyme potato rolls mayonaise raspberry vinegar garlic cloves lettuce leaves freshly ground pepper,french
20175,46011,greek,ground ginger tahini chickpea garlic cloves dijon mustard salt orange juice ground cumin parsley leaves rice vinegar ground coriander low sodium soy sauce paprika chopped onion ground turmeric,indian
12404,29320,greek,eggplant butter garlic cloves dried oregano crushed tomatoes grated parmesan cheese chopped celery flat leaf parsley olive oil whole milk all purpose flour onion ground cinnamon large egg yolks portabello mushroom carrot,italian
7303,1685,greek,potato olive oil fresh parsley black pepper purple onion zucchini plum tomatoes,french
37567,38024,greek,water dried dillweed tomato sauce white rice dried parsley fresh spinach olive oil onion pepper salt,italian
7019,1828,greek,extra virgin olive oil kosher salt fresh lemon juice ground black pepper,italian
36827,15643,greek,ground cinnamon honey salt dried fig pitted kalamata olives lemon wedge wild rice caper olive oil ground allspice ground cumin ground ginger boneless chicken skinless thigh dry red wine lemon juice,moroccan
4460,6511,greek,garlic powder lemon slices fresh lemon juice fat free less sodium chicken broth chicken breast halves margarine dried oregano parsley flakes cooking spray grated lemon zest couscous pepper salt fresh oregano,italian
32721,21254,greek,water fennel large garlic cloves ouzo leek red bell pepper tomato olive oil shallot frond dry white wine large shrimp,french
6335,37175,greek,manchego cheese extra virgin olive oil fresh lemon juice tomato mint leaves salt pepper lemon chickpea cherry garlic arugula,spanish
9060,39901,greek,pasta ground nutmeg cooking spray salt black pepper large eggs ground sirloin garlic cloves tomato sauce finely chopped onion dry white wine all purpose flour kasseri large egg whites reduced fat milk pecorino romano cheese,italian
8967,20725,greek,olive oil thyme salt fingerling potatoes pepper lemon juice,french
38518,3908,greek,yogurt low fat dark chocolate hazelnut,italian
2226,39296,greek,coffee sugar,vietnamese
1667,2987,greek,ground black pepper whole chicken egg lemon orzo pasta water salt,italian
3315,31703,greek,artichok heart marin fresh oregano marinade low salt chicken broth chicken breast halves fresh lemon juice olive oil crushed red pepper grated lemon peel,italian
